Essay ID,Essay Set,Word count limit ratio,Long sentences,Voice,Tense,Spell errors,Grammatical Errors,SS Essay,SS Topic Essay,Vocabulary,Word Count,Sentence Count,Score
447,1,0.028,0.444444444,0.973684211,0.47706422,0.040856031,0.044747082,1.204301398,1.19608317,0.384,514,36,11
448,1,0.162,0.636363636,0.972972973,0.577464789,0.033412888,0.035799523,1.030083209,1.025456369,0.346,419,22,9
449,1,0.954,1,1,0.8,0,0,0,0,0.022,23,1,2
450,1,0.432,0.352941176,1,0.625,0.014084507,0.01056338,1.171243469,1.056412403,0.144,284,17,7
451,1,0.262,0.32,1,0.563380282,0.008130081,0.008130081,1.072681291,0.853576327,0.216,369,25,8
452,1,0.594,0.363636364,1,0.65,0.034482759,0.019704433,2.065752862,0.937190246,0.088,203,11,7
453,1,0.174,0.264705882,0.981818182,0.655172414,0.01937046,0.014527845,1.484560629,1.373654629,0.232,413,34,9
454,1,0.072,0.62962963,1,0.509803922,0.028017241,0.012931034,1.219011323,1.122009353,0.264,464,27,8
455,1,0.82,1,0.857142857,0.7,0.122222222,0,0.627896949,0.394660164,0.072,90,3,4
456,1,0.308,0.642857143,1,0.567567568,0.075144509,0.046242775,1.121679508,1.044100848,0.204,346,14,7
457,1,0.022,0.548387097,0.980769231,0.609195402,0.014314928,0.010224949,1.300766697,1.246294553,0.346,489,31,10
458,1,0.45,0.666666667,1,0.466666667,0.018181818,0.010909091,0.975968966,0.829858004,0.188,275,15,9
459,1,0.42,0.692307692,1,0.528301887,0.020689655,0.04137931,0.855343514,0.781488243,0.234,290,13,8
460,1,0.068,0.323529412,1,0.620689655,0.010729614,0.015021459,1.225893142,1.183333801,0.314,466,34,8
461,1,0.308,0.096774194,1,0.516129032,0.01734104,0.00867052,0.978689429,0.940834947,0.208,346,31,8
462,1,0.286,0.666666667,0.970588235,0.492753623,0.022408964,0.019607843,1.058911689,0.95211329,0.272,357,18,8
463,1,0.14,0.413793103,0.977777778,0.554347826,0.046511628,0.006976744,1.163699711,0.946809049,0.316,430,29,8
464,1,0.468,0.6,1,0.637931034,0.04887218,0.045112782,1.514285009,1.193879264,0.138,266,15,7
465,1,0.396,0.333333333,0.976744186,0.633333333,0.036423841,0.006622517,1.041623718,0.855067832,0.23,302,24,8
466,1,0.332,0.526315789,1,0.492063492,0.017964072,0.008982036,0.85601811,0.851454274,0.236,334,19,9
467,1,0.36,0.333333333,0.977272727,0.754385965,0.021875,0.01875,1.096193958,0.984823482,0.222,320,21,8
468,1,0.626,0.555555556,0.954545455,0.586206897,0.037433155,0.016042781,0.747844889,0.774189258,0.146,187,9,8
469,1,0.254,0.434782609,0.942857143,0.467741935,0.042895442,0.018766756,0.931344589,0.988097264,0.316,373,23,9
470,1,0.322,0.526315789,0.891891892,0.630136986,0.029498525,0.04719764,1.102787256,1.040372279,0.234,339,19,8
471,1,0.482,0.111111111,0.976190476,0.561403509,0.011583012,0,1.196054688,0.931507297,0.15,259,27,8
472,1,0.02,0.433333333,0.980769231,0.696629213,0.045098039,0.005882353,1.174694541,1.142079659,0.362,510,30,12
473,1,0.444,0.5625,1,0.596774194,0.035971223,0.039568345,1.0697127,1.012861142,0.172,278,16,7
474,1,0.744,0.272727273,1,0.535714286,0.0703125,0.015625,1.071646737,0.630359543,0.08,128,11,6
475,1,0.078,0.64,0.895833333,0.598039216,0.034707158,0.010845987,1.101797354,1.038899174,0.336,461,25,9
476,1,0.276,0.55,0.953488372,0.41025641,0.074585635,0.049723757,1.52007055,1.041175576,0.208,362,20,8
477,1,0.64,0.5,0.9,0.674418605,0.044444444,0.044444444,1.129642866,0.833828894,0.128,180,10,6
478,1,0.252,0.681818182,0.896551724,0.492957746,0.010695187,0.013368984,1.127038364,1.056010335,0.248,374,22,8
479,1,0.082,0.323529412,0.862068966,0.567010309,0.019607843,0.015250545,1.229566552,0.967117339,0.334,459,34,10
480,1,0.378,0.3,0.977777778,0.676056338,0.022508039,0.032154341,1.64572129,1.254499557,0.18,311,20,8
481,1,0.066,0.555555556,0.94,0.5,0.012847966,0.017130621,1.159153745,1.07992881,0.338,467,27,10
482,1,0.22,0.290322581,0.936170213,0.489130435,0.069230769,0.012820513,1.56098523,1.035191094,0.252,390,31,9
483,1,0.194,0.785714286,1,0.686746988,0.022332506,0.004962779,1.498411296,1.003164644,0.238,403,14,9
484,1,0.586,0.461538462,0.9375,0.675675676,0.082125604,0,1.198417307,0.772116496,0.162,207,13,7
485,1,0.03,0.314285714,1,0.601694915,0.020618557,0.022680412,1.36214752,1.134245288,0.3,485,35,10
486,1,0.006,0.586206897,1,0.676767677,0.028169014,0.010060362,1.025225489,1.064926307,0.29,497,29,9
487,1,0.382,0.411764706,1,0.671641791,0.025889968,0.019417476,1.288858937,0.982795807,0.196,309,17,8
488,1,0.352,0.291666667,0.951219512,0.629032258,0.018518519,0.012345679,1.173664597,1.097815513,0.212,324,24,8
489,1,0.044,0.5,1,0.446808511,0.088122605,0.01532567,1.148752776,1.055694744,0.368,522,30,9
490,1,0.062,0.256410256,0.984375,0.463636364,0.016949153,0.013182674,1.234919651,1.061627006,0.336,531,39,8
491,1,0.266,0.583333333,0.978723404,0.432432432,0.046321526,0.029972752,1.605852324,1.025577812,0.198,367,12,8
492,1,0.386,0.846153846,0.95,0.61971831,0.029315961,0.006514658,1.388407608,1.027392927,0.192,307,13,7
493,1,0.448,0.692307692,1,0.6,0.105072464,0.003623188,0.945455841,0.828611217,0.2,276,13,8
494,1,0.174,0.272727273,0.927272727,0.670454545,0.031476998,0.024213075,1.111804581,1.061680922,0.278,413,33,9
495,1,0.39,0.363636364,0.916666667,0.548387097,0.042622951,0.009836066,1.275956462,1.095320188,0.222,305,22,8
496,1,0.368,0.5,0.902439024,0.37704918,0.063291139,0.034810127,1.122562362,0.886114237,0.208,316,20,9
497,1,0.294,0.666666667,0.986842105,0.6,0.013910355,0.013910355,1.369821393,1.367245381,0.358,647,33,9
498,1,0.066,0.555555556,0.981481481,0.5,0.04315197,0.018761726,0.975139776,1.046723303,0.44,533,27,12
499,1,0.188,0.222222222,0.967741935,0.533333333,0.004926108,0.002463054,1.124357147,1.050694767,0.268,406,36,9
500,1,0.19,0.194444444,0.981132075,0.487179487,0.012345679,0.019753086,1.077176561,1.190195672,0.288,405,36,10
501,1,0.296,0.269230769,1,0.753246753,0.045454545,0.03125,0.986653415,0.97154681,0.24,352,26,8
502,1,0.742,0.8,1,0.548387097,0.07751938,0,0.973127837,0.610430716,0.082,129,5,7
503,1,0.53,0.7,1,0.769230769,0.008510638,0.017021277,1.041632629,0.914679396,0.154,235,10,8
504,1,0.018,0.307692308,1,0.561797753,0.018329939,0.00814664,1.188132638,1.127745111,0.326,491,39,10
505,1,0.19,0.392857143,1,0.532467532,0.061728395,0.022222222,1.258157488,0.91435336,0.268,405,28,10
506,1,0.444,0.8,1,0.6,0.028776978,0.04676259,1.244451452,0.865503643,0.144,278,10,7
507,1,0.24,0.224489796,0.972972973,0.711538462,0.019354839,0.022580645,1.500528519,1.323542043,0.362,620,49,10
508,1,0.392,0.529411765,0.925925926,0.444444444,0.042763158,0.013157895,0.801324349,0.889633359,0.292,304,17,9
509,1,0.192,0.722222222,0.848484848,0.581081081,0.00990099,0.007425743,1.215336407,1.091709256,0.304,404,18,11
510,1,0.488,0.285714286,0.90625,0.571428571,0.0234375,0.015625,1.43737638,0.924249484,0.172,256,21,7
511,1,0.482,0.571428571,1,0.527272727,0.011583012,0.011583012,1.042162158,0.822960961,0.164,259,14,8
512,1,0.396,0.875,1,0.507462687,0.052980132,0.023178808,0.953752642,0.808863689,0.176,302,8,8
513,1,0.22,0.407407407,0.976744186,0.621621622,0.030769231,0.005128205,1.108829716,1.025036795,0.248,390,27,8
514,1,0.558,0.3125,0.90625,0.692307692,0.054298643,0.013574661,1.095593526,0.943715071,0.162,221,16,8
515,1,0.392,0.6,0.909090909,0.532467532,0.026315789,0.016447368,1.107139594,0.837829715,0.188,304,15,8
516,1,0.112,0.323529412,0.941176471,0.522727273,0.018018018,0.011261261,1.072749877,1.006270445,0.306,444,34,8
517,1,0.228,0.444444444,0.956521739,0.64516129,0.054404145,0.010362694,1.40258228,1.010918088,0.252,386,27,8
518,1,0.364,0.55,0.96969697,0.75,0.044025157,0.022012579,1.320817469,1.218300085,0.2,318,20,8
519,1,0.014,0.484848485,0.936507937,0.654205607,0.021696252,0.021696252,1.512372084,1.182686855,0.37,507,33,12
520,1,0.454,0.818181818,1,0.58,0.051282051,0.010989011,0.971965067,0.781409947,0.158,273,11,6
521,1,0.522,0.4375,0.951219512,0.637931034,0.054393305,0.016736402,1.760330823,1.065814434,0.116,239,16,7
522,1,0.146,0.28125,1,0.568181818,0.035128806,0.009367681,1.337455334,1.213469478,0.25,427,32,9
523,1,0.038,0.625,1,0.569892473,0.01039501,0.01039501,1.146819169,1.151193572,0.328,481,24,10
524,1,0.236,0.179487179,1,0.573170732,0.062827225,0.010471204,1.371413262,0.928656361,0.23,382,39,8
525,1,0.312,0.55,1,0.46031746,0.014534884,0.002906977,1.012665645,0.922735946,0.238,344,20,9
526,1,0.428,0.6,0.953488372,0.4,0.031468531,0.003496503,1.352865394,0.890999368,0.178,286,15,7
527,1,0.514,0.470588235,1,0.536585366,0.032921811,0.020576132,0.989856193,0.942830462,0.172,243,17,8
528,1,0.616,0.5,1,0.555555556,0.046875,0.020833333,0.756805861,0.697210056,0.144,192,10,6
529,1,0.542,1,0.958333333,0.512195122,0.048034934,0.013100437,0.891985657,0.851043475,0.158,229,6,7
530,1,0.184,0.565217391,1,0.628205128,0.051470588,0.014705882,1.034992081,0.996665272,0.31,408,23,10
531,1,0.196,0.303030303,0.961538462,0.548780488,0,0.004975124,1.126357846,0.977655318,0.246,402,33,10
532,1,0.226,0.52173913,1,0.588888889,0.041343669,0.005167959,1.403245722,1.123337444,0.244,387,23,8
533,1,0.116,0.444444444,0.967213115,0.556818182,0.015837104,0.00678733,1.203225177,1.140482338,0.272,442,27,8
534,1,0.476,0.533333333,0.976470588,0.565789474,0.02303523,0.017615176,1.317691861,1.165991952,0.51,738,45,11
535,1,0.288,0.611111111,1,0.506849315,0.056179775,0.019662921,1.322432916,0.955914077,0.168,356,18,8
536,1,0.338,0.454545455,1,0.659574468,0.024169184,0.01510574,1.634262208,1.224301714,0.178,331,22,8
537,1,0.338,0.380952381,1,0.515625,0.024169184,0.018126888,1.165818614,1.001086485,0.218,331,21,8
538,1,0.344,0.625,0.972972973,0.558441558,0.033536585,0.033536585,1.477834313,0.846787652,0.154,328,16,8
539,1,0.248,0.888888889,1,0.554054054,0.034574468,0.015957447,1.517279021,1.171539599,0.192,376,9,9
540,1,0.306,0.55,1,0.583333333,0.011527378,0.002881844,1.310922538,1.061333226,0.17,347,20,8
541,1,0.166,0.264705882,1,0.550561798,0.03117506,0.007194245,1.244057368,1.005795422,0.238,417,34,8
542,1,0.052,0.341463415,0.918032787,0.427083333,0.030418251,0.005703422,0.972683793,1.03458599,0.398,526,41,10
543,1,0.4,0.0625,1,0.666666667,0.036666667,0.036666667,1.131433442,0.985672345,0.198,300,32,8
544,1,0.324,0.611111111,0.923076923,0.561403509,0.032544379,0.01183432,1.056047918,1.097238147,0.252,338,18,8
545,1,0.968,0,1,0.8,0.0625,0,0.8,0.205274248,0.016,16,2,2
546,1,0.684,0.833333333,1,0.62962963,0.126582278,0.006329114,0.895361488,0.787432765,0.126,158,6,6
547,1,0.256,0.565217391,1,0.528571429,0.016129032,0.01344086,1.416342239,1.098936599,0.178,372,23,8
548,1,0.232,0.416666667,0.942857143,0.56626506,0.026041667,0.0234375,1.183090809,1.088238171,0.292,384,24,8
549,1,0.334,0.666666667,0.860465116,0.567901235,0.039039039,0.012012012,1.339192897,0.970619225,0.252,333,18,8
550,1,0.186,0.435897436,0.916666667,0.64,0.02529511,0.030354132,1.311532731,1.165452001,0.4,593,39,10
551,1,0.242,0.578947368,1,0.56,0.055408971,0.021108179,1.756758784,1.457137235,0.192,379,19,8
552,1,0.6,0.384615385,1,0.710526316,0.025,0.015,1.100548896,0.882036847,0.112,200,13,6
553,1,0.176,0.545454545,1,0.548780488,0.075242718,0.012135922,1.105505658,0.973485538,0.21,412,22,8
554,1,0.17,0.736842105,0.977777778,0.475609756,0.03373494,0.009638554,1.370375389,1.091692821,0.228,415,19,8
555,1,0.052,0.484848485,0.957142857,0.5625,0.057034221,0.051330798,1.096670629,1.120084001,0.412,526,33,11
556,1,0.058,0.470588235,1,0.491666667,0.02268431,0.026465028,1.313855111,1.15905903,0.302,529,34,10
557,1,0.096,0.405405405,0.985507246,0.449152542,0.018248175,0.01459854,1.545975391,1.287682823,0.336,548,37,10
558,1,0.066,0.52173913,0.951219512,0.593023256,0.025695931,0.010706638,1.003850842,1.195028171,0.348,467,23,10
559,1,0.008,0.6,0.979166667,0.636363636,0.017857143,0.009920635,1.111597849,1.233817731,0.35,504,25,12
560,1,0.262,0.5,0.97826087,0.7,0.056910569,0.029810298,0.912180188,0.940120366,0.266,369,18,8
561,1,0.342,0.45,0.976744186,0.625,0.015197568,0.021276596,1.024268654,0.972070636,0.214,329,20,8
562,1,0.044,0.35483871,0.98,0.52173913,0.029288703,0.00209205,0.98287838,1.020107138,0.336,478,31,10
563,1,0.634,0.285714286,1,0.666666667,0.038251366,0.027322404,0.733254021,0.741776063,0.162,183,14,7
564,1,0.164,0.461538462,1,0.548387097,0.035885167,0.026315789,1.54742729,1.363947495,0.262,418,26,8
565,1,0.068,0.592592593,0.929824561,0.638095238,0.036480687,0.012875536,1.190396685,0.994947976,0.3,466,27,9
566,1,0.47,0.263157895,1,0.634615385,0.045283019,0.033962264,1.232088534,1.007196514,0.174,265,19,8
567,1,0.49,0.818181818,0.972222222,0.52,0.035294118,0.035294118,1.254322847,0.888928804,0.138,255,11,8
568,1,0.16,0.5,0.943396226,0.556818182,0.033333333,0.021428571,1.214562817,1.133671146,0.264,420,26,8
569,1,0.364,0.588235294,1,0.656716418,0.053459119,0.018867925,1.153091286,1.009527337,0.176,318,17,8
570,1,0.028,0.64,0.947368421,0.485148515,0.037037037,0.032921811,1.040064395,0.968981449,0.282,486,25,8
571,1,0.27,0.434782609,0.909090909,0.540540541,0.024657534,0.008219178,1.135521469,1.267859773,0.254,365,23,9
572,1,0.112,0.586206897,0.928571429,0.563106796,0.023381295,0.005395683,1.304058943,1.104004484,0.392,556,29,11
573,1,0.17,0.394736842,0.960526316,0.578125,0.018803419,0.01025641,1.473562387,1.247888998,0.374,585,38,10
574,1,0.488,0.071428571,0.885714286,0.491525424,0.03515625,0.04296875,1.331908331,0.826937631,0.16,256,28,8
575,1,0.172,0.608695652,0.976744186,0.447368421,0.041062802,0.009661836,0.866897691,0.99430989,0.318,414,23,10
576,1,0.266,0.5,1,0.552631579,0.04359673,0.035422343,0.923563749,0.995838981,0.272,367,20,8
577,1,0.704,0.666666667,1,0.575757576,0.033783784,0.013513514,0.966847403,0.693975702,0.102,148,6,6
578,1,0.48,0.6,0.972222222,0.770491803,0.05,0.042307692,1.197447479,1.048869906,0.148,260,15,9
579,1,0.298,0.454545455,1,0.465753425,0.025641026,0.03988604,1.187567574,0.93447795,0.208,351,22,8
580,1,0.046,0.516129032,0.983606557,0.551020408,0.064989518,0.029350105,1.039161209,0.923230756,0.256,477,31,8
581,1,0.242,0.310344828,1,0.626666667,0.047493404,0.005277045,1.155907902,1.028735859,0.214,379,29,8
582,1,0.226,0.171428571,1,0.511627907,0.031007752,0.005167959,1.011359983,1.099841127,0.294,387,35,11
583,1,0.024,0.9,0.98630137,0.421052632,0.016393443,0.020491803,1.527717693,1.015154499,0.288,488,20,9
584,1,0.056,0.666666667,0.985714286,0.455357143,0.015151515,0.009469697,1.156667731,0.925667788,0.284,528,15,9
585,1,0.256,0.340909091,0.898550725,0.680555556,0.02388535,0.01433121,1.771471604,1.39535943,0.41,628,44,11
586,1,0.406,0.45,1,0.428571429,0.037037037,0.02020202,1.06543364,0.980371773,0.208,297,20,8
587,1,0.198,0.34375,0.964285714,0.602150538,0.019950125,0.044887781,1.340109619,0.991376063,0.238,401,32,9
588,1,0.048,0.53125,1,0.489795918,0.076335878,0.02480916,1.147374443,1.043156535,0.378,524,32,10
589,1,0.798,0.333333333,0.888888889,0.52,0.01980198,0,0.708859199,0.642486851,0.084,101,6,5
590,1,0.704,0.230769231,1,0.65625,0.047297297,0.033783784,1.001620073,0.854260403,0.09,148,13,6
591,1,0.246,0.434782609,0.843137255,0.5125,0.047745358,0.021220159,1.31363011,1.103660183,0.242,377,23,8
592,1,0.53,0.037037037,1,0.583333333,0.076595745,0.021276596,1.029791831,0.913076826,0.192,235,27,8
593,1,0.264,0.409090909,1,0.523076923,0.024456522,0.016304348,0.922400431,1.025663983,0.276,368,22,10
594,1,0.608,0.1875,1,0.840909091,0.030612245,0.030612245,1.095302384,0.798790171,0.14,196,16,7
595,1,0.46,0.533333333,0.923076923,0.530612245,0.02962963,0.003703704,1.196459258,1.027385403,0.202,270,15,8
596,1,0.66,1,1,0.676470588,0.041176471,0.047058824,0.907484253,0.754136016,0.124,170,6,6
597,1,0.078,0.34375,1,0.511363636,0.019522777,0.013015184,1.066277336,1.049495255,0.29,461,32,8
598,1,0.312,0.5,1,0.410958904,0.066860465,0.031976744,0.982860875,0.828716692,0.224,344,20,8
599,1,0.166,0.652173913,1,0.511627907,0.043165468,0.019184652,1.096065366,1.025520575,0.316,417,23,8
600,1,0.574,1,1,0.605263158,0.046948357,0.03286385,1.021435585,0.653099737,0.104,213,3,6
601,1,0.574,0.266666667,1,0.520833333,0.03286385,0.009389671,0.930899869,0.836999351,0.172,213,15,8
602,1,0.516,0.5,0.96,0.66,0.02892562,0.020661157,1.009016927,0.914539912,0.172,242,10,8
603,1,0.392,0.395348837,0.93258427,0.537414966,0.045977011,0.012931034,1.149259596,0.91016538,0.498,696,43,11
604,1,0.39,0.4,0.933333333,0.508474576,0.042622951,0.026229508,1.181177527,0.992780208,0.238,305,20,9
605,1,0.612,1,0.96,0.666666667,0.020618557,0.010309278,0.566225162,0.533658603,0.152,194,4,6
606,1,0.08,0.681818182,1,0.627659574,0.034782609,0.002173913,1.064060715,1.083259848,0.282,460,22,8
607,1,0.124,0.461538462,1,0.525252525,0.015981735,0.002283105,1.152159451,1.074010983,0.258,438,26,9
608,1,0.254,0.705882353,0.972972973,0.647887324,0.024128686,0.016085791,1.241111925,1.191471649,0.26,373,17,7
609,1,0.48,0.75,0.962962963,0.563636364,0.007692308,0.011538462,1.04378387,0.745502548,0.172,260,8,7
610,1,0.482,0.4375,0.916666667,0.56,0.057915058,0.023166023,1.07875709,0.887425255,0.196,259,16,7
611,1,0.196,0.714285714,1,0.542857143,0.042288557,0.037313433,1.575120008,1.07382059,0.2,402,14,9
612,1,0.126,0.3125,1,0.457831325,0.059496568,0.009153318,1.192568519,1.131492097,0.282,437,32,10
613,1,0.31,0.346153846,0.978723404,0.7125,0.008695652,0.005797101,1.371153424,1.060016147,0.2,345,26,8
614,1,0.464,0.315789474,1,0.456140351,0.097014925,0.018656716,1.050828579,0.952497747,0.168,268,19,6
615,1,0.164,0.346153846,0.982758621,0.511627907,0.031100478,0.023923445,1.362830417,1.166743615,0.264,418,26,9
616,1,0.342,1,0.947368421,0.602564103,0.021276596,0.012158055,1.299495525,1.088852675,0.208,329,9,8
617,1,0.138,0.590909091,0.928571429,0.75,0.020881671,0.016241299,1.354804089,1.186082287,0.236,431,22,9
618,1,0.124,0.303030303,0.947368421,0.473684211,0.091324201,0.00913242,1.098559995,0.92624267,0.32,438,33,8
619,1,0.126,0.428571429,0.872727273,0.47826087,0.010657194,0.008880995,1.116468602,1.169941919,0.456,563,35,11
620,1,0.618,0.176470588,0.933333333,0.5,0.015706806,0.020942408,1.081757503,0.826013489,0.108,191,17,7
621,1,0.62,1,1,0.652173913,0.052631579,0.021052632,0.752819817,0.614423098,0.118,190,3,8
622,1,0.468,0.25,1,0.586956522,0.022556391,0.033834586,0.958052481,0.819640244,0.198,266,20,8
623,1,0.626,0.625,0.956521739,0.533333333,0.058823529,0,0.835106786,0.829579689,0.124,187,8,6
624,1,0.414,0.347826087,0.970588235,0.593220339,0.037542662,0.037542662,1.164169992,0.862321405,0.202,293,23,8
625,1,0.098,0.739130435,1,0.430232558,0.017738359,0.022172949,1.321988159,1.071480553,0.302,451,23,11
626,1,0.5,0.545454545,1,0.673469388,0.016,0.016,1.572871682,1.145653931,0.15,250,11,7
627,1,0.484,0.416666667,1,0.654545455,0.003875969,0.027131783,1.12282115,0.967115929,0.122,258,12,8
628,1,0.426,0.388888889,0.939393939,0.594202899,0.013937282,0.024390244,1.349325968,1.090531601,0.202,287,18,11
629,1,0.138,0.25,0.962264151,0.6,0.03712297,0.025522042,1.023003816,1.097324538,0.312,431,36,11
630,1,0.234,0.48,1,0.595505618,0.044386423,0.036553525,1.29909039,1.132126122,0.266,383,25,8
631,1,0.638,0.133333333,1,0.594594595,0.033149171,0.016574586,1.144510036,0.847792233,0.122,181,15,6
632,1,0.178,0.666666667,0.981481481,0.56626506,0.03406326,0.00973236,1.088901215,1.032345428,0.282,411,21,10
633,1,0.218,0.5,0.976190476,0.469879518,0.038363171,0.040920716,1.226426049,1.07958061,0.236,391,22,8
634,1,0.644,1,1,0.678571429,0.056179775,0,0.565356079,0.590690258,0.116,178,3,5
635,1,0.098,0.166666667,1,0.595238095,0.039911308,0.037694013,0.98665399,0.941921986,0.326,451,42,10
636,1,0.36,0.555555556,0.894736842,0.587301587,0.03125,0.00625,1.38638618,1.051660688,0.21,320,18,9
637,1,0.304,0.222222222,1,0.615384615,0.031609195,0.005747126,1.235026847,1.090264923,0.216,348,27,8
638,1,0.406,0.444444444,0.96875,0.481481481,0.063973064,0.016835017,0.945806106,0.715946641,0.232,297,18,8
639,1,0.584,0.857142857,1,0.651162791,0.091346154,0.024038462,0.853100377,0.75386573,0.146,208,7,6
640,1,0.378,0.785714286,1,0.625,0.01607717,0.006430868,1.26670774,1.006081454,0.194,311,14,7
641,1,0.526,0.388888889,0.923076923,0.511111111,0.012658228,0.025316456,1.067517047,0.952051658,0.136,237,18,7
642,1,0.098,0.366666667,1,0.646464646,0.033259424,0.017738359,1.474070507,1.148800857,0.258,451,30,8
643,1,0.064,0.428571429,0.934782609,0.644444444,0.037593985,0.022556391,1.044395427,1.036338035,0.324,532,35,10
644,1,0.356,0.380952381,0.857142857,0.425925926,0.01863354,0.02173913,1.05533828,1.063104756,0.256,322,21,8
645,1,0.258,0.333333333,1,0.575,0.045822102,0.037735849,1.263560402,0.926665549,0.19,371,27,8
646,1,0.388,0.666666667,1,0.515625,0.049019608,0.013071895,1.342134961,0.899618189,0.19,306,15,9
647,1,0.41,0.388888889,0.971428571,0.527027027,0.054237288,0.010169492,1.008368757,0.946393475,0.234,295,18,11
648,1,0.638,0,1,0.46875,0.08839779,0.011049724,0.810901365,0.567763134,0.136,181,22,6
649,1,0.448,0.470588235,1,0.586206897,0.014492754,0.014492754,1.248051884,1.024450607,0.154,276,17,8
650,1,0.094,0.333333333,0.936170213,0.526315789,0.033112583,0.022075055,1.03366597,0.918932018,0.334,453,30,10
651,1,0.362,0.25,0.974358974,0.441176471,0.043887147,0.072100313,1.215025516,0.963357442,0.214,319,24,8
652,1,0.55,0.166666667,1,0.529411765,0.035555556,0.017777778,1.020235589,0.938017233,0.158,225,18,9
653,1,0.396,0.473684211,1,0.523809524,0.01986755,0.013245033,1.293606446,1.071335375,0.172,302,19,8
654,1,0.1,0.352941176,0.967213115,0.489583333,0.024444444,0.006666667,1.447987341,1.204990663,0.334,450,34,10
655,1,0.572,0.538461538,0.884615385,0.523809524,0.037383178,0.018691589,0.759810718,0.827068606,0.162,214,13,7
656,1,0.142,0.75,1,0.484210526,0.016317016,0.013986014,1.375654778,0.992673483,0.204,429,16,9
657,1,0.212,0.384615385,1,0.532467532,0.035532995,0.02284264,1.45873788,1.148299662,0.186,394,26,9
658,1,0.314,0.4,0.913043478,0.6875,0.040816327,0.017492711,1.736443721,1.182799464,0.208,343,20,8
659,1,0.192,0.333333333,0.955555556,0.423529412,0.034653465,0.017326733,1.325749527,1.124789082,0.292,404,24,10
660,1,0.09,0.533333333,0.956521739,0.548780488,0.032967033,0.024175824,1.221039319,1.081361361,0.352,455,30,11
661,1,0.472,0.533333333,0.96875,0.58490566,0.053030303,0.015151515,1.107209487,0.818318028,0.21,264,15,8
662,1,0.606,0.777777778,0.964285714,0.409090909,0.020304569,0.020304569,0.935482381,0.775933497,0.14,197,9,6
663,1,0.23,0.714285714,0.96969697,0.470588235,0.028571429,0.01038961,1.343384433,0.945993168,0.218,385,21,8
664,1,0.116,0.384615385,1,0.477272727,0.042986425,0.024886878,1.13681737,1.020611548,0.264,442,26,9
665,1,0.512,0.5,1,0.573770492,0.069672131,0.057377049,1.51058808,0.887856251,0.144,244,14,7
666,1,0.16,0.894736842,0.981818182,0.529411765,0.061904762,0.033333333,1.22717278,1.259913131,0.266,420,19,8
667,1,0.266,0.611111111,1,0.423529412,0.024523161,0.010899183,1.33904762,1.043980136,0.23,367,18,9
668,1,0.206,0.138888889,0.955555556,0.538461538,0.022670025,0.007556675,1.201208451,1.055223123,0.28,397,36,10
669,1,0.098,0.592592593,0.983333333,0.466019417,0.011086475,0.026607539,1.665097372,1.098320736,0.212,451,27,8
670,1,0.234,0.736842105,0.980392157,0.61627907,0.041775457,0.031331593,1.42022121,1.008787897,0.234,383,19,8
671,1,0.488,0.4,0.923076923,0.428571429,0.078125,0.01171875,1.286957337,0.797924868,0.172,256,15,8
672,1,0.15,0.48,0.979166667,0.527472527,0.030588235,0.011764706,1.289257722,1.129080718,0.27,425,25,9
673,1,0.758,0.5,1,0.833333333,0.016528926,0.041322314,0.965096642,0.822231348,0.082,121,8,6
674,1,0.556,0.263157895,1,0.538461538,0.036036036,0.031531532,0.82192269,0.8580786,0.146,222,19,8
675,1,0.15,0.6,0.979166667,0.652631579,0.025882353,0.030588235,1.202719331,0.963894868,0.25,425,15,8
676,1,0.518,0.727272727,1,0.595744681,0.049792531,0,0.949941512,0.814252519,0.158,241,11,8
677,1,0.444,0.5,1,0.781818182,0.014388489,0.035971223,1.146841077,0.87575804,0.182,278,12,8
678,1,0.122,0.708333333,1,0.6796875,0.058823529,0.085561497,1.477521587,1.146136175,0.252,561,24,8
679,1,0.334,0.391304348,0.959183673,0.621212121,0.024024024,0.012012012,1.152345723,0.873906296,0.206,333,23,8
680,1,0.028,0.736842105,0.961538462,0.590163934,0.030864198,0.024691358,1.628964464,1.155306836,0.266,486,19,9
681,1,0.286,0.476190476,1,0.493506494,0.025210084,0.025210084,1.253498327,1.022444239,0.198,357,21,8
682,1,0.034,0.4,0.98245614,0.619834711,0.065764023,0.011605416,1.243326276,1.150890284,0.332,517,35,11
683,1,0.032,0.238095238,1,0.424778761,0.005813953,0.005813953,1.298882978,0.987856135,0.308,516,42,10
684,1,0.366,0.25,1,0.712328767,0.015772871,0.006309148,1.319100611,1.120155715,0.206,317,24,8
685,1,0.358,0.476190476,0.90625,0.612903226,0.034267913,0.003115265,1.338914865,1.114711337,0.25,321,21,8
686,1,0.194,0.269230769,1,0.698795181,0.037220844,0.032258065,1.146159845,1.034192151,0.248,403,26,9
687,1,0.344,0.391304348,0.982142857,0.469879518,0.015243902,0.036585366,0.97840427,0.822701842,0.208,328,23,8
688,1,0.428,0.642857143,0.909090909,0.389830508,0.055944056,0.01048951,1.012496581,0.89519554,0.208,286,14,9
689,1,0.206,0.545454545,0.961538462,0.41025641,0.0302267,0.025188917,1.016462981,0.944099438,0.246,397,22,8
690,1,0.27,0.333333333,0.977272727,0.488095238,0.021917808,0.002739726,1.276623897,1.088311409,0.236,365,27,9
